No,ID_SERVICE,ID_TT43,Name_Method,Class,Group
7517,21.0121.1801,21.121,Nghiệm pháp dung nạp glucose đường uống (i00g Glucose) 4 mẫu cho người bệnh thai nghén,Thăm dò chức năng,Exclude
7518,21.0122.1800,21.122,Nghiệm pháp dung nạp glucose đường uống 2 mẫu không định lượng Insulin,Thăm dò chức năng,Exclude
7519,21.0125.1806,21.125,Test dung nạp Glucagon,Thăm dò chức năng,Exclude
7520,22.0001.1352,22.1,"Thời gian prothrombin (PT: Prothrombin Time), (Các tên khác: TQ, Tỷ lệ Prothrombin) bằng máy tự động",Huyết học,Exclude
7521,22.0002.1352,22.2,"Thời gian prothrombin (PT: Prothrombin Time), (Các tên khác: TQ, Tỷ lệ Prothrombin) bằng máy bán tự động",Huyết học,Exclude
7522,22.0003.1351,22.3,"Thời gian prothrombin (PT: Prothrombin Time), (Các tên khác: TQ, Tỷ lệ Prothrombin) phương pháp thủ công",Huyết học,Exclude
7523,22.0005.1354,22.5,"Thời gian thromboplastin một phần hoạt hoá (APTT: Activated Partial Thromboplastin Time), (Tên khác: TCK) bằng máy tự động",Huyết học,Exclude
7524,22.0006.1354,22.6,Thời gian thromboplastin một phần hoạt hoá (APTT: Activated Partial Thromboplastin Time) (Tên khác: TCK) bằng máy bán tự động.,Huyết học,Exclude
7525,22.0008.1353,22.8,Thời gian thrombin (TT: Thrombin Time) bằng máy tự động,Huyết học,Exclude
7526,22.0009.1353,22.9,Thời gian thrombin (TT: Thrombin Time) bằng máy bán tự động,Huyết học,Exclude
7527,22.0011.1254,22.11,"Định lượng Fibrinogen (Tên khác: Định lượng yếu tố I), phương pháp gián tiếp, bằng máy tự động",Huyết học,Exclude
7528,22.0012.1254,22.12,"Định lượng Fibrinogen (Tên khác: Định lượng yếu tố I), phương pháp gián tiếp, bằng máy bán tự động",Huyết học,Exclude
7529,22.0013.1242,22.13,"Định lượng Fibrinogen (Tên khác: Định lượng yếu tố I), phương pháp Clauss- phương pháp trực tiếp, bằng máy tự động",Huyết học,Exclude
7530,22.0014.1242,22.14,"Định lượng Fibrinogen (Tên khác: Định lượng yếu tố I), phương pháp Clauss- phương pháp trực tiếp, bằng máy bán tự động",Huyết học,Exclude
7531,22.0015.1308,22.15,Nghiệm pháp rượu (Ethanol test),Huyết học,Exclude
7532,22.0017.1310,22.17,Nghiệm pháp Von-Kaulla,Huyết học,Exclude
7533,22.0019.1348,22.19,Thời gian máu chảy phương pháp Duke,Huyết học,Exclude
7534,22.0020.1347,22.20,Thời gian máu chảy phương pháp Ivy,Huyết học,Exclude
7535,22.0021.1219,22.21,Co cục máu đông (Tên khác: Co cục máu),Huyết học,Exclude
7536,22.0023.1239,22.23,Định lượng D-Dimer,Huyết học,Exclude
7537,22.0025.1235,22.25,Định lượng AT/AT III (Anti thrombin/ Anti thrombinIII),Huyết học,Exclude
7538,22.0027.1365,22.27,Phát hiện kháng đông ngoại sinh,Huyết học,Exclude
7539,22.0028.1335,22.28,Phát hiện kháng đông đường chung,Huyết học,Exclude
7540,22.0029.1259,22.29,"Định lượng yếu tố đông máu nội sinh VIIIc, IX, XI",Huyết học,Exclude
7541,22.0029.1260,22.29,"Định lượng yếu tố đông máu nội sinh VIIIc, IX, XI",Huyết học,Exclude
7542,22.0030.1255,22.30,"Định lượng yếu tố đông máu ngoại sinh II, V,VII, X",Huyết học,Exclude
7543,22.0030.1258,22.30,"Định lượng yếu tố đông máu ngoại sinh II, V,VII, X",Huyết học,Exclude
7544,22.0031.1255,22.31,Định lượng kháng nguyên yếu tố Von Willebrand (VWF Antigen),Huyết học,Exclude
7545,22.0032.1255,22.32,Định lượng hoạt tính yếu tố Von Willebrand (VWF Activity) (tên khác: định lượng hoạt tính đồng yếu tố Ristocetin: VIII: R co),Huyết học,Exclude
7546,22.0033.1255,22.33,Định lượng yếu tố XII,Huyết học,Exclude
7547,22.0034.1262,22.34,Định lượng yếu tố XIII (Tên khác: Định lượng yếu tố ổn định sợi huyết),Huyết học,Exclude
7548,22.0036.1282,22.36,Định tính ức chế yếu tố VIIIc/IX,Huyết học,Exclude
7549,22.0037.1252,22.37,Định lượng ức chế yếu tố VIIIc,Huyết học,Exclude
7550,22.0038.1251,22.38,Định lượng ức chế yếu tố IX,Huyết học,Exclude
7551,22.0039.1289,22.39,Đo độ nhớt (độ quánh) máu toàn phần/huyết tương/dịch khác,Huyết học,Exclude
7552,22.0041.1287,22.41,Đo độ ngưng tập tiểu cầu với ADP/Collagen/Acid Arachidonic/Thrombin/Epinephrin,Huyết học,Exclude
7553,22.0041.1288,22.41,Đo độ ngưng tập tiểu cầu với ADP/Collagen/Acid Arachidonic/Thrombin/Epinephrin,Huyết học,Exclude
7554,22.0042.1288,22.42,Đo độ ngưng tập tiểu cầu với Ristocetin,Huyết học,Exclude
7555,22.0043.1241,22.43,Định lượng FDP,Huyết học,Exclude
7556,22.0045.1247,22.45,Định lượng Protein C toàn phần (Protein C Antigen),Huyết học,Exclude
7557,22.0046.1248,22.46,Định lượng Protein S toàn phần,Huyết học,Exclude
7558,22.0047.1247,22.47,Định lượng hoạt tính Protein C (Protein Activity),Huyết học,Exclude
7559,22.0049.1336,22.49,Phát hiện kháng đông lupus (LAC/ LA screen: Lupus Anticoagulant screen),Huyết học,Exclude
7560,22.0050.1453,22.50,Khẳng định kháng đông lupus (LAC/ LA confirm: Lupus Anticoagulant confirm),Dị ứng miễn dịch,Exclude
7561,22.0051.1256,22.51,Định lượng Anti Xa,Huyết học,Exclude
7562,22.0052.1309,22.52,Nghiệm pháp sinh Thromboplastin (T.G.T: Thromboplastin Generation Test),Huyết học,Exclude
7563,22.0054.1222,22.54,Đàn hồi đồ cục máu (TEG: Thrombo Elasto Graphy),Huyết học,Exclude
7564,22.0055.1346,22.55,Thời gian phục hồi Canxi,Huyết học,Exclude
7565,22.0057.1253,22.57,Định lượng Heparin,Huyết học,Exclude
7566,22.0058.1246,22.58,Định lượng Plasminogen,Huyết học,Exclude
7567,22.0059.1263,22.59,Định lượng chất ức chế hoạt hóa Plasmin (PAI: Plasmin Activated Inhibitor),Huyết học,Exclude
7568,22.0060.1411,22.60,Xét nghiệm PFA (Platelet Funtion Analyzer) bằng Collagen/Epinephrine trên máy tự động (Tên khác: PFA bằng Col/Epi),Huyết học,Exclude
7569,22.0061.1410,22.61,Xét nghiệm PFA (Platelet Funtion Analyzer) bằng Collagen/ADP trên máy tự động (Tên khác: PFA bằng Col/ADP),Huyết học,Exclude
7570,22.0063.1405,22.63,Xét nghiệm HIT (Heparin Induced Thrombocytopenia) - Ab,Huyết học,Exclude
7571,22.0064.1406,22.64,Xét nghiệm HIT (Heparin Induced Thrombocytopenia)- IgG,Huyết học,Exclude
7572,22.0065.1237,22.65,Định lượng C1- inhibitor,Huyết học,Exclude
7573,22.0066.1249,22.66,Định lượng t-pA (tissue - Plasminogen Activator),Huyết học,Exclude
7574,22.0067.1264,22.67,Định lượng ⍺2 antiplasmin,Huyết học,Exclude
7575,22.0077.1233,22.77,Định lượng PIVKA (Proteins Induced by Vitamin K Antagonism or Absence),Huyết học,Exclude
7576,22.0079.1515,22.79,Định lượng Acid Folic,Hóa sinh,Exclude
7577,22.0080.1465,22.80,Định lượng Beta 2 Microglobulin,Hóa sinh,Exclude
7578,22.0081.1485,22.81,Định lượng Cyclosporin A,Hóa sinh,Exclude
7579,22.0082.1509,22.82,Định lượng khả năng gắn sắt toàn thể (TIBC),Hóa sinh,Exclude
7580,22.0084.1502,22.84,Định lượng sắt chưa bão hòa huyết thanh (UIBC),Hóa sinh,Exclude
7581,22.0085.1505,22.85,Định lượng Transferin receptor hòa tan (TFR),Hóa sinh,Exclude
7582,22.0087.1567,22.87,Độ bão hòa Transferin,Hóa sinh,Exclude
7583,22.0088.1571,22.88,Định lượng vitamin B12,Hóa sinh,Exclude
7584,22.0089.1567,22.89,Định lượng Transferin,Hóa sinh,Exclude
7585,22.0091.1422,22.91,Định lượng EPO (Erythropoietin),Dị ứng miễn dịch,Exclude
7586,22.0094.1481,22.94,Định lượng Peptid - C,Hóa sinh,Exclude
7587,22.0095.1500,22.95,Định lượng Methotrexat,Hóa sinh,Exclude
7588,22.0096.1522,22.96,Định lượng Haptoglobin,Hóa sinh,Exclude
7589,22.0097.1497,22.97,Định lượng Free kappa huyết thanh,Hóa sinh,Exclude
7590,22.0098.1498,22.98,Định lượng Free lambda huyết thanh,Hóa sinh,Exclude
7591,22.0099.1497,22.99,Định lượng Free kappa niệu,Hóa sinh,Exclude
7592,22.0100.1498,22.100,Định lượng Free lambda niệu,Hóa sinh,Exclude
7593,22.0102.1341,22.102,Sức bền thẩm thấu hồng cầu,Huyết học,Exclude
7594,22.0103.1244,22.103,Định lượng G6PD,Huyết học,Exclude
7595,22.0109.1245,22.109,PK (Pyruvatkinase),Huyết học,Exclude
7596,22.0112.1527,22.112,Định lượng IgG,Hóa sinh,Exclude
7597,22.0113.1527,22.113,Định lượng IgA,Hóa sinh,Exclude
7598,22.0114.1527,22.114,Định lượng IgM,Hóa sinh,Exclude
7599,22.0115.1527,22.115,Định lượng IgE,Hóa sinh,Exclude
7600,22.0116.1514,22.116,Định lượng Ferritin,Hóa sinh,Exclude
7601,22.0117.1503,22.117,Định lượng sắt huyết thanh,Hóa sinh,Exclude
7602,22.0119.1368,22.119,Phân tích tế bào máu ngoại vi (bằng phương pháp thủ công),Huyết học,Exclude
7603,22.0120.1370,22.120,Tổng phân tích tế bào máu ngoại vi (bằng máy đếm tổng trở),Huyết học,Exclude
7604,22.0121.1369,22.121,Tổng phân tích tế bào máu ngoại vi (bằng máy đếm laser),Huyết học,Exclude
7605,22.0122.1367,22.122,Tổng phân tích tế bào máu ngoại vi bằng hệ thống tự động hoàn toàn (có nhuộm tiêu bản tự động),Huyết học,Exclude
7606,22.0123.1297,22.123,Huyết đồ (bằng phương pháp thủ công),Huyết học,Exclude
7607,22.0124.1298,22.124,Huyết đồ (bằng máy đếm tổng trở),Huyết học,Exclude
7608,22.0125.1298,22.125,Huyết đồ (bằng máy đếm laser),Huyết học,Exclude
7609,22.0126.0092,22.126,Thủ thuật chọc hút tủy làm tủy đồ (chưa bao gồm kim chọc tủy một lần),Các thủ thuật và dịch vụ Nội soi,Exclude
7610,22.0127.0091,22.127,Thủ thuật chọc hút tủy làm tủy đồ (bao gồm kim chọc tủy nhiều lần),Các thủ thuật và dịch vụ Nội soi,Exclude
7611,22.0128.0093,22.128,Thủ thuật chọc hút tủy làm tủy đồ (sử dụng máy khoan cầm tay),Các thủ thuật và dịch vụ Nội soi,Exclude
7612,22.0129.1415,22.129,Xét nghiệm tế bào học tủy xương (không bao gồm thủ thuật chọc hút tủy),Huyết học,Exclude
7613,22.0130.0178,22.130,Thủ thuật sinh thiết tủy xương (chưa bao gồm kim sinh thiết một lần),Các thủ thuật và dịch vụ Nội soi,Exclude
7614,22.0131.0179,22.131,Thủ thuật sinh thiết tủy xương (bao gồm kim sinh thiết nhiều lần),Các thủ thuật và dịch vụ Nội soi,Exclude
7615,22.0132.0180,22.132,Thủ thuật sinh thiết tủy xương (sử dụng máy khoan cầm tay),Các thủ thuật và dịch vụ Nội soi,Exclude
7616,22.0133.1409,22.133,Xét nghiệm mô bệnh học tủy xương (không bao gồm thủ thuật sinh thiết tủy xương),Huyết học,Exclude
7617,22.0134.1296,22.134,Xét nghiệm hồng cầu lưới (bằng phương pháp thủ công),Huyết học,Exclude
7618,22.0135.1313,22.135,Xét nghiệm hồng cầu lưới (bằng máy đếm laser),Huyết học,Exclude
7619,22.0136.1363,22.136,Tìm mảnh vỡ hồng cầu,Huyết học,Exclude
7620,22.0137.1361,22.137,Tìm hồng cầu có chấm ưa bazơ,Huyết học,Exclude
7621,22.0138.1362,22.138,Tìm ký sinh trùng sốt rét trong máu (bằng phương pháp thủ công),Huyết học,Exclude
7622,22.0139.1362,22.139,Tìm ký sinh trùng sốt rét trong máu (bằng phương pháp tập trung hồng cầu nhiễm),Huyết học,Exclude
7623,22.0140.1360,22.140,Tìm giun chỉ trong máu,Huyết học,Exclude
7624,22.0141.1343,22.141,Tập trung bạch cầu,Huyết học,Exclude
7625,22.0142.1304,22.142,Máu lắng (bằng phương pháp thủ công),Huyết học,Exclude
7626,22.0143.1303,22.143,Máu lắng (bằng máy tự động),Huyết học,Exclude
7627,22.0144.1364,22.144,Tìm tế bào Hargraves,Huyết học,Exclude
7628,22.0145.1320,22.145,Nhuộm sợi xơ trong mô tuỷ xương,Huyết học,Exclude
7629,22.0146.1319,22.146,Nhuộm sợi liên võng trong mô tuỷ xương,Huyết học,Exclude
7630,22.0147.1295,22.147,Nhuộm hoá mô miễn dịch tuỷ xương,Huyết học,Exclude
7631,22.0149.1594,22.149,Xét nghiệm tế bào cặn nước tiểu (bằng phương pháp thủ công),Hóa sinh,Exclude
7632,22.0150.1594,22.150,Xét nghiệm tế bào trong nước tiểu (bằng máy tự động),Hóa sinh,Exclude
7633,22.0151.1594,22.151,Cặn Addis,Hóa sinh,Exclude
7634,22.0152.1609,22.152,"Xét nghiệm tế bào trong nước dịch chẩn đoán tế bào học (não tủy, màng tim, màng phổi, màng bụng, dịch khớp, rửa phế quản…) bằng phương pháp thủ công",Hóa sinh,Exclude
7635,22.0153.1610,22.153,"Xét nghiệm tế bào trong nước dịch chẩn đoán tế bào học (não tuỷ, màng tim, màng phổi, màng bụng, dịch khớp, rửa phế quản…) bằng máy phân tích huyết học tự động",Hóa sinh,Exclude
7636,22.0154.1735,22.154,"Xét nghiệm các loại dịch, nhuộm và chẩn đoán tế bào học",Giải phẫu bệnh lý,Exclude
7637,22.0155.1300,22.155,Xét nghiệm tế bào học lách (lách đồ),Huyết học,Exclude
7638,22.0157.1218,22.157,Chụp ảnh màu tế bào qua kính hiển vi,Huyết học,Exclude
7639,22.0160.1345,22.160,Thể tích khối hồng cầu (hematocrit) bằng máy ly tâm,Huyết học,Exclude
7640,22.0161.1292,22.161,Định lượng huyết sắc tố (hemoglobin) bằng quang kế,Huyết học,Exclude
7641,22.0163.1412,22.163,Xét nghiệm số lượng và độ tập trung tiểu cầu (bằng phương pháp thủ công),Huyết học,Exclude
7642,22.0166.1414,22.166,Xét nghiệm tế bào hạch (hạch đồ),Huyết học,Exclude
7643,22.0170.1300,22.170,Xét nghiệm tế bào học lách (lách đồ),Huyết học,Exclude
7644,22.0172.1394,22.172,Xác định kháng nguyên Luᵃ của hệ nhóm máu Lutheran (Kỹ thuật ống nghiệm),Huyết học,Exclude
7645,22.0173.1395,22.173,Xác định kháng nguyên Luᵇ của hệ nhóm máu Lutheran (Kỹ thuật ống nghiệm),Huyết học,Exclude
7646,22.0182.1385,22.182,Xác định kháng nguyên Fyᵃ của hệ nhóm máu Duffy (Kỹ thuật Scangel/Gelcard trên máy tự động),Huyết học,Exclude
7647,22.0183.1386,22.183,Xác định kháng nguyên Fyᵇ của hệ nhóm máu Duffy (Kỹ thuật Scangel/Gelcard trên máy tự động),Huyết học,Exclude
7648,22.0184.1391,22.184,Xác định kháng nguyên K của hệ nhóm máu Kell (Kỹ thuật ống nghiệm),Huyết học,Exclude
7649,22.0185.1390,22.185,Xác định kháng nguyên k của hệ nhóm máu Kell (Kỹ thuật ống nghiệm),Huyết học,Exclude
7650,22.0202.1388,22.202,Xác định kháng nguyên Jkᵃ của hệ nhóm máu Kidd (Kỹ thuật ống nghiệm),Huyết học,Exclude
7651,22.0203.1389,22.203,Xác định kháng nguyên Jkᵇ của hệ nhóm máu Kidd (Kỹ thuật ống nghiệm),Huyết học,Exclude
7652,22.0208.1396,22.208,Xác định kháng nguyên M của hệ nhóm máu MNS (Kỹ thuật ống nghiệm),Huyết học,Exclude
7653,22.0209.1397,22.209,Xác định kháng nguyên N của hệ nhóm máu MNS (Kỹ thuật ống nghiệm),Huyết học,Exclude
7654,22.0214.1399,22.214,Xác định kháng nguyên S của hệ nhóm máu MNS (Kỹ thuật ống nghiệm),Huyết học,Exclude
7655,22.0215.1400,22.215,Xác định kháng nguyên s của hệ nhóm máu MNS (Kỹ thuật ống nghiệm),Huyết học,Exclude
7656,22.0220.1277,22.220,Xác định kháng nguyên Miᵃ của hệ nhóm máu MNS (Kỹ thuật ống nghiệm),Huyết học,Exclude
7657,22.0223.1278,22.223,Xác định kháng nguyên P₁ của hệ nhóm máu P₁Pk (Kỹ thuật ống nghiệm),Huyết học,Exclude
7658,22.0226.1377,22.226,Xác định kháng nguyên C của hệ nhóm máu Rh (Kỹ thuật ống nghiệm),Huyết học,Exclude
7659,22.0228.1379,22.228,Xác định kháng nguyên C của hệ nhóm máu Rh (Kỹ thuật Scangel/Gelcard trên máy tự động),Huyết học,Exclude
7660,22.0229.1378,22.229,Xác định kháng nguyên c của hệ của nhóm máu Rh (Kỹ thuật ống nghiệm),Huyết học,Exclude
7661,22.0231.1376,22.231,Xác định kháng nguyên c của hệ của nhóm máu Rh (Kỹ thuật Scangel/Gelcard trên máy tự động),Huyết học,Exclude
7662,22.0232.1381,22.232,Xác định kháng nguyên E của hệ nhóm máu Rh (Kỹ thuật ống nghiệm),Huyết học,Exclude
7663,22.0234.1383,22.234,Xác định kháng nguyên E của hệ nhóm máu Rh (Kỹ thuật Scangel/Gelcard trên máy tự động),Huyết học,Exclude
7664,22.0235.1382,22.235,Xác định kháng nguyên e của hệ nhóm máu Rh (Kỹ thuật ống nghiệm),Huyết học,Exclude
7665,22.0237.1384,22.237,Xác định kháng nguyên e của hệ nhóm máu Rh (Kỹ thuật Scangel/Gelcard trên máy tự động),Huyết học,Exclude
7666,22.0241.1276,22.241,Xác định kháng nguyên Diᵃ của hệ nhóm máu Diago (Kỹ thuật ống nghiệm),Huyết học,Exclude
7667,22.0242.1276,22.242,Xác định kháng nguyên Diᵇ của hệ nhóm máu Diago (Kỹ thuật ống nghiệm),Huyết học,Exclude
7668,22.0256.1233,22.256,Định danh kháng thể bất thường (Kỹ thuật ống nghiệm),Huyết học,Exclude
7669,22.0257.1233,22.257,Định danh kháng thể bất thường (Kỹ thuật Scangel/Gelcard trên máy bán tự động),Huyết học,Exclude
7670,22.0258.1233,22.258,Định danh kháng thể bất thường (Kỹ thuật Scangel/Gelcard trên máy tự động),Huyết học,Exclude
7671,22.0259.1339,22.259,Sàng lọc kháng thể bất thường (Kỹ thuật ống nghiệm),Huyết học,Exclude
7672,22.0260.1340,22.260,Sàng lọc kháng thể bất thường (Kỹ thuật Scangel/Gelcard trên máy bán tự động),Huyết học,Exclude
7673,22.0261.1340,22.261,Sàng lọc kháng thể bất thường (Kỹ thuật Scangel/Gelcard trên máy tự động),Huyết học,Exclude
7674,22.0262.1408,22.262,"Xét nghiệm lựa chọn đơn vị máu phù hợp (10 đơn vị máu trong 3 điều kiện 22ºC, 37ºC, kháng globulin người) bằng phương pháp Scangel/Gelcard",Huyết học,Exclude
7675,22.0264.1293,22.264,Hiệu giá kháng thể miễn dịch (Kỹ thuật Scangel/Gelcard trên máy bán tự động),Huyết học,Exclude
7676,22.0267.1294,22.267,"Hiệu giá kháng thể tự nhiên chống A, B (Kỹ thuật ống nghiệm)",Huyết học,Exclude
7677,22.0268.1330,22.268,Phản ứng hòa hợp trong môi trường nước muối ở 22ºC (Kỹ thuật ống nghiệm),Huyết học,Exclude
7678,22.0269.1329,22.269,Phản ứng hòa hợp trong môi trường nước muối ở 22ºC (Kỹ thuật Scangel/Gelcard trên máy bán tự động),Huyết học,Exclude
7679,22.0270.1329,22.270,Phản ứng hòa hợp trong môi trường nước muối ở 22ºC (Kỹ thuật Scangel/Gelcard trên máy tự động),Huyết học,Exclude
7680,22.0274.1326,22.274,Phản ứng hoà hợp có sử dụng kháng globulin người (Kỹ thuật ống nghiệm),Huyết học,Exclude
7681,22.0275.1327,22.275,Phản ứng hoà hợp có sử dụng kháng globulin người (Kỹ thuật Scangel/Gelcard trên máy bán tự động),Huyết học,Exclude
7682,22.0276.1327,22.276,Phản ứng hoà hợp có sử dụng kháng globulin người (Kỹ thuật Scangel/Gelcard trên máy tự động),Huyết học,Exclude
7683,22.0279.1269,22.279,Định nhóm máu hệ ABO (Kỹ thuật ống nghiệm),Huyết học,Exclude
7684,22.0280.1269,22.280,Định nhóm máu hệ ABO (Kỹ thuật phiến đá),Huyết học,Exclude
7685,22.0281.1281,22.281,Định nhóm máu khó hệ ABO (Kỹ thuật ống nghiệm),Huyết học,Exclude
7686,22.0282.1281,22.282,Định nhóm máu khó hệ ABO (Kỹ thuật Scangel/Gelcard),Huyết học,Exclude
7687,22.0283.1269,22.283,Định nhóm máu hệ ABO (Kỹ thuật trên giấy),Huyết học,Exclude
7688,22.0284.1270,22.284,Định nhóm máu hệ ABO (Kỹ thuật trên thẻ),Huyết học,Exclude
7689,22.0285.1267,22.285,"Định nhóm máu hệ ABO bằng giấy định nhóm máu để truyền máu toàn phần, khối hồng cầu, khối bạch cầu",Huyết học,Exclude
7690,22.0286.1268,22.286,Định nhóm máu hệ ABO bằng giấy định nhóm máu để truyền chế phẩm tiểu cầu hoặc huyết tương,Huyết học,Exclude
7691,22.0287.1272,22.287,"Định nhóm máu hệ ABO trên thẻ định nhóm máu (đã có sẵn huyết thanh mẫu) để truyền máu toàn phần, khối hồng cầu, khối bạch cầu",Huyết học,Exclude
7692,22.0288.1271,22.288,Định nhóm máu hệ ABO trên thẻ định nhóm máu (đã có sẵn huyết thanh mẫu) để truyền chế phẩm tiểu cầu hoặc huyết tương,Huyết học,Exclude
7693,22.0289.1275,22.289,"Định nhóm máu hệ ABO, Rh(D) (Kỹ thuật Scangel/Gelcard trên máy tự động)",Huyết học,Exclude
7694,22.0290.1275,22.290,"Định nhóm máu hệ ABO, Rh(D) (Kỹ thuật Scangel/Gelcard trên máy bán tự động)",Huyết học,Exclude
7695,22.0291.1280,22.291,Định nhóm máu hệ Rh(D) (Kỹ thuật ống nghiệm),Huyết học,Exclude
7696,22.0292.1280,22.292,Định nhóm máu hệ Rh(D) (Kỹ thuật phiến đá),Huyết học,Exclude
7697,22.0293.1274,22.293,"Định nhóm máu hệ ABO, Rh(D) bằng công nghệ hồng cầu gắn từ",Huyết học,Exclude
7698,22.0294.1273,22.294,"Định nhóm máu hệ ABO, Rh(D) trên hệ thống máy tự động hoàn toàn",Huyết học,Exclude
7699,22.0295.1279,22.295,Xác định kháng nguyên D yếu của hệ Rh (Kỹ thuật ống nghiệm),Huyết học,Exclude
7700,22.0296.1279,22.296,Xác định kháng nguyên D yếu của hệ Rh (Kỹ thuật Scangel/Gelcard),Huyết học,Exclude
7701,22.0299.1371,22.299,"Xác định bản chất kháng thể đặc hiệu (IgG, IgA, IgM, C3d, C3c (Kỹ thuật Scangel/Gelcard trên máy bán tự động khi nghiệm pháp Coombs trực tiếp/gián tiếp dương tính)",Huyết học,Exclude
7702,22.0300.1371,22.300,"Xác định bản chất kháng thể đặc hiệu (IgG, IgA, IgM, C3d, C3c (Kỹ thuật Scangel/Gelcard trên máy tự động khi nghiệm pháp Coombs trực tiếp/gián tiếp dương tính)",Huyết học,Exclude
7703,22.0302.1306,22.302,Nghiệm pháp Coombs trực tiếp (Kỹ thuật Scangel/Gelcard trên máy bán tự động),Huyết học,Exclude
7704,22.0303.1306,22.303,Nghiệm pháp Coombs trực tiếp (Kỹ thuật Scangel/Gelcard trên máy tự động),Huyết học,Exclude
7705,22.0304.1306,22.304,Nghiệm pháp Coombs trực tiếp (Kỹ thuật ống nghiệm),Huyết học,Exclude
7706,22.0305.1307,22.305,Nghiệm pháp Coombs trực tiếp (Kỹ thuật hồng cầu gắn từ trên máy tự động),Huyết học,Exclude
7707,22.0306.1306,22.306,Nghiệm pháp Coombs gián tiếp (Kỹ thuật Scangel/Gelcard trên máy bán tự động),Huyết học,Exclude
7708,22.0307.1306,22.307,Nghiệm pháp Coombs gián tiếp (Kỹ thuật Scangel/Gelcard trên máy tự động),Huyết học,Exclude
7709,22.0308.1306,22.308,Nghiệm pháp Coombs gián tiếp (Kỹ thuật ống nghiệm),Huyết học,Exclude
7710,22.0309.1305,22.309,Nghiệm pháp Coombs gián tiếp (Kỹ thuật hồng cầu gắn từ trên máy tự động),Huyết học,Exclude
7711,22.0310.1387,22.310,Xác định kháng nguyên H (Kỹ thuật ống nghiệm),Huyết học,Exclude
7712,22.0312.1266,22.312,Xác định nhóm máu A₁ (Kỹ thuật ống nghiệm),Huyết học,Exclude
7713,22.0314.1398,22.314,Xác định kháng nguyên nhóm máu hệ hồng cầu bằng phương pháp sinh học phân tử (giá cho một loại kháng nguyên),Huyết học,Exclude
7714,22.0317.1434,22.317,Kháng thể kháng histon (anti histon) bằng kỹ thuật ELISA,Dị ứng miễn dịch,Exclude
7715,22.0318.1445,22.318,Kháng thể kháng Scl 70 (anti Scl-70) bằng kỹ thuật ELISA,Dị ứng miễn dịch,Exclude
7716,22.0319.1436,22.319,Kháng thể Sm-Jo-1 (anti Sm-Jo-1) bằng kỹ thuật ELISA,Dị ứng miễn dịch,Exclude
7717,22.0320.1446,22.320,Kháng thể kháng Sm (anti Sm) bằng kỹ thuật ELISA,Dị ứng miễn dịch,Exclude
7718,22.0321.1447,22.321,Kháng thể kháng SS-A (kháng La) (anti SS-A) bằng kỹ thuật ELISA,Dị ứng miễn dịch,Exclude
7719,22.0322.1447,22.322,Kháng thể kháng SS-B (kháng Ro) (anti SS-B) bằng kỹ thuật ELISA,Dị ứng miễn dịch,Exclude
7720,22.0325.1438,22.325,Kháng thể kháng dsDNA (anti-dsDNA) bằng kỹ thuật ELISA,Dị ứng miễn dịch,Exclude
7721,22.0326.1440,22.326,Kháng thể kháng nhân (anti-ANA) bằng kỹ thuật ELISA,Dị ứng miễn dịch,Exclude
7722,22.0327.1438,22.327,Kháng thể kháng dsDNA (anti-dsDNA) bằng kỹ thuật huỳnh quang,Dị ứng miễn dịch,Exclude
7723,22.0328.1440,22.328,Kháng thể kháng nhân (anti-ANA) bằng kỹ thuật huỳnh quang,Dị ứng miễn dịch,Exclude
7724,22.0329.1337,22.329,Phát hiện kháng thể kháng tiểu cầu bằng kỹ thuật Flow-cytometry,Huyết học,Exclude
7725,22.0330.1407,22.330,Xét nghiệm HLA-B27 bằng kỹ thuật Flow-cytometry,Huyết học,Exclude
7726,22.0331.1413,22.331,"Đếm số lượng tế bào gốc (stem cell, CD34)",Huyết học,Exclude
7727,22.0332.1302,22.332,Lympho cross match bằng kỹ thuật Flow-cytometry,Huyết học,Exclude
7728,22.0342.1225,22.342,Xét nghiệm đếm số lượng CD3 - CD4 - CD8,Huyết học,Exclude
7729,22.0343.1401,22.343,Xét nghiệm CD55/59 bạch cầu (chẩn đoán bệnh Đái huyết sắc tố niệu kịch phát ban đêm),Huyết học,Exclude
7730,22.0344.1402,22.344,Xét nghiệm CD55/59 hồng cầu (chẩn đoán bệnh Đái huyết sắc tố niệu kịch phát ban đêm),Huyết học,Exclude
7731,22.0345.1413,22.345,Đếm số lượng tế bào gốc tạo máu trên máy Cytomics FC500,Huyết học,Exclude
7732,22.0347.1439,22.347,Xét nghiệm kháng thể kháng dsDNA (ngưng kết latex),Dị ứng miễn dịch,Exclude
7733,22.0348.1344,22.348,Xét nghiệm Đường-Ham,Huyết học,Exclude
7734,22.0351.1228,22.351,Điện di miễn dịch huyết thanh,Huyết học,Exclude
7735,22.0352.1227,22.352,Điện di huyết sắc tố,Huyết học,Exclude
7736,22.0353.1229,22.353,Điện di protein huyết thanh,Huyết học,Exclude
7737,22.0357.1404,22.357,Đọ chéo trong ghép bằng kỹ thuật vi độc tế bào,Huyết học,Exclude
7738,22.0358.1337,22.358,Xét nghiệm xác định kháng thể kháng tiểu cầu trực tiếp,Huyết học,Exclude
7739,22.0359.1337,22.359,Xét nghiệm xác định kháng thể kháng tiểu cầu gián tiếp,Huyết học,Exclude
